"","X","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude","date","time"
"81",81,"I'm stuck on a broken down megabus in State College. Could someone at Penn State send me survival supplies and a pizza?",FALSE,0,NA,"2016-04-26 07:00:00",FALSE,NA,724855659792051968,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sarakaempf",0,FALSE,FALSE,NA,NA,"04/26/16","07:00"
"82",82,"""You lost your mind rushing here and now I will smugly, unapologetically delay our 8 hours and 25 minutes together"", laughed the Megabus.",FALSE,1,NA,"2016-04-26 06:55:00",FALSE,NA,724854371259956992,NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>","jccmckwn",0,FALSE,FALSE,NA,NA,"04/26/16","06:55"
"83",83,"Why is the Seinfeld theme song playing on the megabus???",FALSE,2,NA,"2016-04-26 06:34:00",FALSE,NA,724849152543342080,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DarrenPaner",0,FALSE,FALSE,NA,NA,"04/26/16","06:34"
"84",84,"RT @filthy_squirrel: 6am Megabus to Leeds mush!!!!! Tireeeeeeeed squirrel ’Ê_’¡À’Ê_’__’Ê_’¡À #leeds #hereicome #northerndelights https://t.co/yWfczlG3AD",FALSE,0,NA,"2016-04-26 06:31:00",FALSE,NA,724848465759620992,NA,"<a href=""http://streetwise.life"" rel=""nofollow"">StreetwiseLife</a>","StreetwiseLife",1,TRUE,FALSE,NA,NA,"04/26/16","06:31"
"85",85,"RT @rambo84512547: Dumb criminal of the day  Passenger Arrested For Masturbating Up To Three HoursDuring Megabus Trip thought ... https://t‰Û_",FALSE,0,NA,"2016-04-26 06:21:00",FALSE,NA,724845877014224000,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","rambo83445158",1,TRUE,FALSE,NA,NA,"04/26/16","06:21"
"86",86,"@DJCLOCKmpls Thank you Megabus Man for liking this tweet, I hope this too is relevant to your interests:
https://t.co/vtyUevp7ql",FALSE,1,"kaifkaesque","2016-04-26 06:07:00",FALSE,7.25e+17,724842351680732928,743886456,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kaifkaesque",0,FALSE,FALSE,NA,NA,"04/26/16","06:07"
"87",87,"How is one supposed to take a nap when my megabus is fucking baltic? ‰ùã•üè‰ùã•üè‰ùã•üè‰ùã•üè #stiffnips #letmesleep",FALSE,0,NA,"2016-04-26 05:51:00",FALSE,NA,724838381415443968,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","alimacgrory",0,FALSE,FALSE,NA,NA,"04/26/16","05:51"
"88",88,"6am Megabus to Leeds mush!!!!! Tireeeeeeeed squirrel ’Ê_’¡À’Ê_’__’Ê_’¡À #leeds #hereicome #northerndelights https://t.co/yWfczlG3AD",FALSE,2,NA,"2016-04-26 05:51:00",FALSE,NA,724838375707020928,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","filthy_squirrel",1,FALSE,FALSE,NA,NA,"04/26/16","05:51"
"89",89,"anyone else think the @megabus logo is creepy?",FALSE,0,NA,"2016-04-26 05:29:00",FALSE,NA,724832859874275072,NA,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iëÙS</a>","runsammrun",0,FALSE,FALSE,NA,NA,"04/26/16","05:29"
"90",90,"Hey are you suppost to tAke care of a megabus.",FALSE,0,NA,"2016-04-26 05:13:00",FALSE,NA,724828650823121920,NA,"<a href=""http://www.fuckyou.com"" rel=""nofollow"">wing king</a>","frankyyybabyyy",0,FALSE,FALSE,NA,NA,"04/26/16","05:13"
"91",91,"@DRose1218 ride the megabus here and I'll arrange for someone to pik u up.. And go back in Sunday or Monday morning...",FALSE,1,"DRose1218","2016-04-26 04:59:00",FALSE,7.25e+17,724825115393974016,2303253536,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","OfficialRedrick",0,FALSE,FALSE,NA,NA,"04/26/16","04:59"
"92",92,"My @MegaBus trip: Booked extra seats. ATL &gt; RVA (two on  left). RVA to Char (two aisle). Char to ATL=whole table :D https://t.co/MBVWDPonRn",FALSE,0,NA,"2016-04-26 04:41:00",FALSE,NA,724820583654019072,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BearlyDoug",0,FALSE,FALSE,NA,NA,"04/26/16","04:41"
"93",93,"Hour 5.5 of the megabus: Sam is now absolutely crashing following the Pick n Mix running low and lucozade is empty. Pray for me followers.",FALSE,0,NA,"2016-04-26 04:19:00",FALSE,NA,724815073378753920,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TNT_Sonnen",0,FALSE,FALSE,NA,NA,"04/26/16","04:19"
"94",94,"RT @TNT_Sonnen: Hour 4 of megabus: Fat girl 1: ""Why am I so fat?"" Fat girl 2: ""I think it's genetics or something"". If ""something"" is cake‰Û_",FALSE,0,NA,"2016-04-26 04:14:00",FALSE,NA,724813902563926016,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","chiara_nicole",1,TRUE,FALSE,NA,NA,"04/26/16","04:14"
"95",95,"@aloadofhupla @Suribot so what's scarier ryan a megabus or suri's driving",FALSE,1,"aloadofhupla","2016-04-26 04:14:00",FALSE,7.25e+17,724813896800952064,52322143,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","battenshow",0,FALSE,FALSE,NA,NA,"04/26/16","04:14"
"96",96,"RT @TNT_Sonnen: Hour 2 of the megabus journey: Hugely obese/pregnant lady gets in an argument with hooded youth with the IQ of a chimp",FALSE,0,NA,"2016-04-26 04:14:00",FALSE,NA,724813818669441024,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","chiara_nicole",1,TRUE,FALSE,NA,NA,"04/26/16","04:14"
"97",97,"@battenshow @aloadofhupla Is that a Megabus

Because https://t.co/zhvUPqJJjh",FALSE,0,"battenshow","2016-04-26 04:13:00",FALSE,7.25e+17,724813730744270080,284863257,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Suribot",0,FALSE,FALSE,NA,NA,"04/26/16","04:13"
"98",98,"Hour 5 of the megabus: Fat man with oversized trousers waddles back to his seat, those very trousers proceed to fall, and so does he...’Ê_’üâ’Ê_’üâ’Ê_’üâ",FALSE,3,NA,"2016-04-26 04:12:00",FALSE,NA,724813369375600000,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TNT_Sonnen",0,FALSE,FALSE,NA,NA,"04/26/16","04:12"
"99",99,"@bill_is_king it's not that difficult lol.. Hop on a megabus and keep it moving",FALSE,2,"bill_is_king","2016-04-26 04:02:00",FALSE,7.25e+17,724810818609667968,2324983005,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","the_qreen_1",0,FALSE,FALSE,NA,NA,"04/26/16","04:02"
"100",100,"@kriorge there's always the megabus",FALSE,0,"kriorge","2016-04-26 03:37:00",FALSE,7.25e+17,724804643738406144,7.14e+17,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Firecicle",0,FALSE,FALSE,NA,NA,"04/26/16","03:37"
"101",101,"Dumb criminal of the day  Passenger Arrested For Masturbating Up To Three HoursDuring Megabus Trip thought ... https://t.co/PYxmQWZaeU",FALSE,0,NA,"2016-04-26 03:25:00",FALSE,NA,724801654000868992,NA,"<a href=""https://www.jumbotweet.com"" rel=""nofollow"">JumboTweet</a>","rambo84512547",1,FALSE,FALSE,NA,NA,"04/26/16","03:25"
"102",102,"*gets on the megabus* https://t.co/8SgIc2BTe9",FALSE,1,NA,"2016-04-26 03:10:00",FALSE,NA,724797699069889920,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","EvadneMunoz",0,FALSE,FALSE,NA,NA,"04/26/16","03:10"
"103",103,"Hour 4 of megabus: Fat girl 1: ""Why am I so fat?"" Fat girl 2: ""I think it's genetics or something"". If ""something"" is cake then yes correct.",FALSE,2,NA,"2016-04-26 03:04:00",FALSE,NA,724796388266139008,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TNT_Sonnen",1,FALSE,FALSE,NA,NA,"04/26/16","03:04"
"104",104,"Definitely can't megabus u out if u on ur period....u gotta walk and hopefully by da time u get there ur off or ima act like ion know u",FALSE,0,NA,"2016-04-26 02:56:00",FALSE,NA,724794143986323072,NA,"<a href=""http://www.tweetcaster.com"" rel=""nofollow"">TweetCaster for Android</a>","DatzMyDJ",0,FALSE,FALSE,NA,NA,"04/26/16","02:56"
"105",105,"Bae finna Megabus u out? RT @coldestwinters: I was supposed to come this weekend ’Ê_’ü©’Ê_’üÕ",FALSE,0,NA,"2016-04-26 02:53:00",FALSE,NA,724793516992385024,NA,"<a href=""http://www.tweetcaster.com"" rel=""nofollow"">TweetCaster for Android</a>","DatzMyDJ",0,FALSE,FALSE,NA,NA,"04/26/16","02:53"
"106",106,"@Anna_photo @megabus Never ending bad customer service.",FALSE,2,"Anna_photo","2016-04-26 02:51:00",FALSE,7.25e+17,724792922445475072,174743718,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SusannaTran",0,FALSE,FALSE,NA,NA,"04/26/16","02:51"
"107",107,"The cycle begins anew. https://t.co/5OpFdYM7GE",FALSE,2,NA,"2016-04-26 02:48:00",FALSE,NA,724792301608943104,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Anna_photo",0,FALSE,FALSE,NA,NA,"04/26/16","02:48"
"108",108,".@megabus please see previous tweets, I'm looking for how contact of a customer service manager.",FALSE,1,"megabus","2016-04-26 02:45:00",FALSE,7.25e+17,724791473867227008,30965315,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Anna_photo",0,FALSE,FALSE,NA,NA,"04/26/16","02:45"
"109",109,"@Anna_photo You can follow us and send us a DM.",FALSE,0,"Anna_photo","2016-04-26 02:41:00",FALSE,7.25e+17,724790390608515072,174743718,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","megabus",0,FALSE,FALSE,NA,NA,"04/26/16","02:41"
"110",110,"Still waiting to hear back from @megabus about how to reach them. Lol.",FALSE,1,NA,"2016-04-26 02:38:00",FALSE,NA,724789768878460032,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Anna_photo",0,FALSE,FALSE,NA,NA,"04/26/16","02:38"
"111",111,"Hour 3 of megabus: 40 fags a day woman tries to sit next to me after break. Politely told her to piss off due to her stench, I'm surviving.",FALSE,3,NA,"2016-04-26 02:33:00",FALSE,NA,724788524491411072,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TNT_Sonnen",0,FALSE,FALSE,NA,NA,"04/26/16","02:33"
"112",112,"Love this https://t.co/saiTjB15pa",FALSE,0,NA,"2016-04-26 02:24:00",FALSE,NA,724786145758972928,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","MCreed1990",0,FALSE,FALSE,NA,NA,"04/26/16","02:24"
"113",113,"RT @megabus: We're planting 10k trees across the US in honor of our 10 year anniversary! https://t.co/2E6y38OEaM #MegabusTurns10 https://t.‰Û_",FALSE,0,NA,"2016-04-26 02:12:00",FALSE,NA,724783215395875968,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","NarisaraYogini",9,TRUE,FALSE,NA,NA,"04/26/16","02:12"
"114",114,"I want to go to pluckers tomorrow! I'm a megabus to BR what time ya coming get me @Whodat_chic ’Ê_’üâ’Ê_’üâ’Ê_’üâ’Ê_’üâ",FALSE,0,NA,"2016-04-26 02:12:00",FALSE,NA,724783131266440960,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Prince1787",0,FALSE,FALSE,NA,NA,"04/26/16","02:12"
"115",115,"You need to be planting fire extinguishers in your buses.    https://t.co/sFUQVnbMgY",FALSE,0,NA,"2016-04-26 02:02:00",FALSE,NA,724780736549649920,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","IAMKBP",0,FALSE,FALSE,NA,NA,"04/26/16","02:02"
"116",116,"@SlutsForKane Backes clogs the toilet on a cross country Megabus.",FALSE,1,"SlutsForKane","2016-04-26 02:01:00",FALSE,7.25e+17,724780412749238016,1393663441,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bkeathing3",0,FALSE,FALSE,NA,NA,"04/26/16","02:01"
"117",117,"@megabus I will never use mega bus again! Don't wait for customer service to resolve issues",FALSE,0,"megabus","2016-04-26 01:55:00",FALSE,NA,724778930880830976,30965315,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","viviabbott",0,FALSE,FALSE,NA,NA,"04/26/16","01:55"
"118",118,"RT @petal_pa: Today on the way to my megabus I got into a car accident in my uber so safe to say NO MORE TRAVEL FOR ME.",FALSE,0,NA,"2016-04-26 01:38:00",FALSE,NA,724774504262672000,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_KIT_Man_",1,TRUE,FALSE,NA,NA,"04/26/16","01:38"
"119",119,"great feature is you can FINALLY take your bike on this bus - note to @GreyhoundBus &amp; @megabus",FALSE,0,"tirpakma","2016-04-26 01:37:00",FALSE,7.25e+17,724774356274940928,494620458,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","tirpakma",0,FALSE,FALSE,NA,NA,"04/26/16","01:37"
"120",120,"Today on the way to my megabus I got into a car accident in my uber so safe to say NO MORE TRAVEL FOR ME.",FALSE,38,NA,"2016-04-26 01:27:00",FALSE,NA,724771813029515008,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","petal_pa",1,FALSE,FALSE,NA,NA,"04/26/16","01:27"
"121",121,"Hour 2 of the megabus journey: Hugely obese/pregnant lady gets in an argument with hooded youth with the IQ of a chimp",FALSE,4,NA,"2016-04-26 01:00:00",FALSE,NA,724765011688705920,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TNT_Sonnen",1,FALSE,FALSE,NA,NA,"04/26/16","01:00"
"122",122,"THESE PEOPLE REALLY BROUGHT CHINESE TAKEOUT ON THE MEGABUS ARE YOU KIDDING ME",FALSE,0,NA,"2016-04-26 00:57:00",FALSE,NA,724764353371708928,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Gingerrr10141",0,FALSE,FALSE,NA,NA,"04/26/16","00:57"
"123",123,"RT @megabus: We're planting 10k trees across the US in honor of our 10 year anniversary! https://t.co/2E6y38OEaM #MegabusTurns10 https://t.‰Û_",FALSE,0,NA,"2016-04-26 00:49:00",FALSE,NA,724762409194364032,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","thevidacomida",9,TRUE,FALSE,NA,NA,"04/26/16","00:49"
"124",124,"my pretzels spilled all over the megabus and i can't stop laughing to myself like a goddamn maniac",FALSE,4,NA,"2016-04-26 00:47:00",FALSE,NA,724761776529756032,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","carlygee",0,FALSE,FALSE,NA,NA,"04/26/16","00:47"
"125",125,"@KatieWebster2 @RachyHanson going on a lil trip to London... On the megabus ’Ê_’ü_",FALSE,0,"KatieWebster2","2016-04-26 00:07:00",FALSE,7.25e+17,724751813015158016,401454834,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","megancammiss",0,FALSE,FALSE,NA,NA,"04/26/16","00:07"
"126",126,"Managed to get tickets up north &amp; back for cheaper than a return ticket to work. God bless shitty Megabus",FALSE,2,NA,"2016-04-25 23:58:00",FALSE,NA,724749517191568896,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Dimmu8urger",0,FALSE,FALSE,NA,NA,"04/25/16","23:58"
"127",127,"Damned Straight! BestTry&amp;GoFundMe SoICanTripTheLightFanastic AtTheDemocraticRevolution Convention!RideShare/MegaBus? https://t.co/kDISotKZIr",FALSE,2,NA,"2016-04-25 23:46:00",FALSE,NA,724746557640286080,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","occupyhr_",0,FALSE,FALSE,NA,NA,"04/25/16","23:46"
"128",128,"my mom is a queen for driving my pathetically sick self to austin and then megabus-ing home late at night",FALSE,21,NA,"2016-04-25 23:39:00",FALSE,NA,724744593212727040,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","breannaw0rd",0,FALSE,FALSE,NA,NA,"04/25/16","23:39"
"129",129,"RT @alexusnikole21: @ coach get us another one for playoffs lol. @SaucedoAmber22 @its_gatica @_xolauryn @bryannanycole_  https://t.co/THQnW‰Û_",FALSE,0,NA,"2016-04-25 23:23:00",FALSE,NA,724740558971751936,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","bryannanycole_",2,TRUE,FALSE,NA,NA,"04/25/16","23:23"
"130",130,"Gotta love New York! #nyu #newyork #megabus @ New York, New York https://t.co/CXOtAnAV0u",FALSE,0,NA,"2016-04-25 23:13:00",FALSE,NA,724738007308348928,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Rachel__Eliza",0,FALSE,FALSE,-74.0064,40.7142,"04/25/16","23:13"
"131",131,"@ThisIsBeccaFaye it's MEGABUS-T 

i am but sad person",FALSE,0,"ThisIsBeccaFaye","2016-04-25 23:11:00",FALSE,7.25e+17,724737664893619968,574127327,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AerionFallen",0,FALSE,FALSE,NA,NA,"04/25/16","23:11"
"132",132,"@k8ter_tots Katie have you ever taken megabus lol",FALSE,0,"k8ter_tots","2016-04-25 23:11:00",FALSE,7.24e+17,724737507158547968,35248102,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","carlyaquino",0,FALSE,FALSE,NA,NA,"04/25/16","23:11"
"133",133,"Worst experience ever on mega bus. Bus breaks down and mega bus refuses to send a new bus. Please Never take mega bus #megabus #megabussucks",FALSE,0,NA,"2016-04-25 23:10:00",FALSE,NA,724737323578040064,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","CHUNG_Nasty",0,FALSE,FALSE,NA,NA,"04/25/16","23:10"
"134",134,"HOLD ON. MY MEGABUS DOESNT HAVE WIFI. EXCUSE ME WHAT KIND OF TRASH IS THIS",FALSE,7,NA,"2016-04-25 23:09:00",FALSE,NA,724737202576624896,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ThisIsBeccaFaye",0,FALSE,FALSE,NA,NA,"04/25/16","23:09"
"135",135,"@megabus Thank you!",FALSE,0,"megabus","2016-04-25 23:04:00",FALSE,7.24e+17,724735751439683072,30965315,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","lin4869",0,FALSE,FALSE,NA,NA,"04/25/16","23:04"
"136",136,"Sitting on the lower deck of a Megabus for a change. Feels a lot roomier!",FALSE,0,NA,"2016-04-25 22:35:00",FALSE,NA,724728655155478016,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","pikdig",0,FALSE,FALSE,NA,NA,"04/25/16","22:35"
"137",137,"@lilclammy  We'd like to look into this for you. Please send us a DM of your reservation number",FALSE,0,"lilclammy","2016-04-25 22:26:00",FALSE,7.25e+17,724726363165436928,4886221599,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","megabus",0,FALSE,FALSE,NA,NA,"04/25/16","22:26"
"138",138,"@megabus good looks https://t.co/cuOv3eEZEo",FALSE,0,"megabus","2016-04-25 22:24:00",FALSE,NA,724725863388975104,30965315,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","lilclammy",0,FALSE,FALSE,NA,NA,"04/25/16","22:24"
"139",139,"I'm really glad my 17-21 hr Megabus/greyhound bus riding days are over! Lawd!!!",FALSE,0,NA,"2016-04-25 22:16:00",FALSE,NA,724723734758744064,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M5)</a>","kuhfieyuh",0,FALSE,FALSE,NA,NA,"04/25/16","22:16"
"140",140,"What is the frequent flyer equivalent for @megabus ? That's 4 journeys in 3 days. ’Ê_’_ö",FALSE,0,NA,"2016-04-25 22:15:00",FALSE,NA,724723577170235008,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","wrahool",0,FALSE,FALSE,NA,NA,"04/25/16","22:15"
"141",141,"RT @schezar: @Anna_photo @JoshuaACNewman @megabus Seriously. Charge back the credit card and never ride with them again. I burned that brid‰Û_",FALSE,0,NA,"2016-04-25 22:06:00",FALSE,NA,724721162597612928,NA,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iëÙS</a>","JoshuaACNewman",1,TRUE,FALSE,NA,NA,"04/25/16","22:06"
"142",142,"@fartica_ericunt I've also done the Megabus red eye to Chicago from KC and its just like, ya sleep and ya wake up and you're there!",FALSE,1,"fartica_ericunt","2016-04-25 22:05:00",FALSE,7.25e+17,724720911761304960,485829649,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","andreaksz",0,FALSE,FALSE,NA,NA,"04/25/16","22:05"
